reagent_type,top_k,accuracy
fine_solvent,1,0.38926174496644295
fine_solvent,2,0.6356663470757431
fine_solvent,3,0.7698945349952061
fine_solvent,4,0.8082454458293384
fine_solvent,5,0.8446788111217641
fine_solvent,6,0.8763183125599233
fine_solvent,7,0.9089165867689357
fine_solvent,8,0.9367209971236817
fine_solvent,9,0.9539789069990412
fine_solvent,10,0.9693192713326941
fine_solvent,11,0.9837008628954937
fine_solvent,12,0.9952061361457335
fine_solvent,13,1.0
base,1,0.8101629913710451
base,2,0.8897411313518696
base,3,0.9386385426653883
base,4,0.9779482262703739
base,5,0.9904122722914669
base,6,0.99712368168744
base,7,1.0
