reagent_type,top_k,accuracy
fine_solvent,1,0.3888888888888889
fine_solvent,2,0.6340996168582376
fine_solvent,3,0.7681992337164751
fine_solvent,4,0.8065134099616859
fine_solvent,5,0.842911877394636
fine_solvent,6,0.8745210727969349
fine_solvent,7,0.9061302681992337
fine_solvent,8,0.9339080459770115
fine_solvent,9,0.9521072796934866
fine_solvent,10,0.9683908045977011
fine_solvent,11,0.9827586206896551
fine_solvent,12,0.9952107279693486
fine_solvent,13,1.0
base,1,0.8026819923371648
base,2,0.8802681992337165
base,3,0.9406130268199234
base,4,0.9789272030651341
base,5,0.9923371647509579
base,6,0.9971264367816092
base,7,1.0
